"REF_DATE","GEO","DGUID","Fuel Type","Vehicle type","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2011","New Brunswick","2016A000213","Battery electric","Passenger cars","Number of vehicles","Units","300","units ","0","v1079014982","5.4.2.1","0","","","","0"
"2011","New Brunswick","2016A000213","Battery electric","Pick up trucks","Number of vehicles","Units","300","units ","0","v1079014989","5.4.3.1","0","","","","0"
"2011","New Brunswick","2016A000213","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units ","0","v1079014996","5.4.4.1","0","","","","0"
"2011","New Brunswick","2016A000213","Battery electric","Vans","Number of vehicles","Units","300","units ","0","v1079015003","5.4.5.1","0","","","","0"
"2011","New Brunswick","2016A000213","Hybrid electric","Total, vehicle type","Number of vehicles","Units","300","units ","0","v1079014976","5.5.1.1","141","","","","0"
"2011","New Brunswick","2016A000213","Hybrid electric","Passenger cars","Number of vehicles","Units","300","units ","0","v1079014983","5.5.2.1","109","","","","0"
"2011","New Brunswick","2016A000213","Hybrid electric","Pick up trucks","Number of vehicles","Units","300","units ","0","v1079014990","5.5.3.1","0","","","","0"
"2011","New Brunswick","2016A000213","Hybrid electric","Multi-purpose vehicles","Number of vehicles","Units","300","units ","0","v1079014997","5.5.4.1","32","","","","0"
"2011","New Brunswick","2016A000213","Hybrid electric","Vans","Number of vehicles","Units","300","units ","0","v1079015004","5.5.5.1","0","","","","0"
"2011","New Brunswick","2016A000213","Plug-in hybrid electric","Total, vehicle type","Number of vehicles","Units","300","units ","0","v1079014977","5.6.1.1","0","","","","0"
"2011","New Brunswick","2016A000213","Plug-in hybrid electric","Passenger cars","Number of vehicles","Units","300","units ","0","v1079014984","5.6.2.1","0","","","","0"
"2011","New Brunswick","2016A000213","Plug-in hybrid electric","Pick up trucks","Number of vehicles","Units","300","units ","0","v1079014991","5.6.3.1","0","","","","0"
"2011","New Brunswick","2016A000213","Plug-in hybrid electric","Multi-purpose vehicles","Number of vehicles","Units","300","units ","0","v1079014998","5.6.4.1","0","","","","0"
"2011","New Brunswick","2016A000213","Plug-in hybrid electric","Vans","Number of vehicles","Units","300","units ","0","v1079015005","5.6.5.1","0","","","","0"
"2011","New Brunswick","2016A000213","Other fuel types","Total, vehicle type","Number of vehicles","Units","300","units ","0","v1079014978","5.7.1.1","0","","","","0"
