REF_DATE,GEO,DGUID,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS,GeoUID,Hierarchy for GEO,Classification Code for Labour force characteristics,Hierarchy for Labour force characteristics,Classification Code for Statistics,Hierarchy for Statistics,Classification Code for Data type,Hierarchy for Data type,val_norm,Date,Labour force characteristics,Statistics,Data type
2015-05,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,6.3,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.063,2015-05-01,Unemployment rate,Estimate,Seasonally adjusted
2015-06,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,80.4,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,80400,2015-06-01,Unemployment,Estimate,Seasonally adjusted
2015-06,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,5.8,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.057999999999999996,2015-06-01,Unemployment rate,Estimate,Seasonally adjusted
2015-07,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,78.3,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,78300,2015-07-01,Unemployment,Estimate,Seasonally adjusted
2015-07,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,5.7,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.057,2015-07-01,Unemployment rate,Estimate,Seasonally adjusted
2015-08,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,82.1,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,82100,2015-08-01,Unemployment,Estimate,Seasonally adjusted
2015-08,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,5.8,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.057999999999999996,2015-08-01,Unemployment rate,Estimate,Seasonally adjusted
2015-09,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,88.6,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,88600,2015-09-01,Unemployment,Estimate,Seasonally adjusted
2015-09,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,6.2,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.062,2015-09-01,Unemployment rate,Estimate,Seasonally adjusted
2015-10,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,84.6,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,84600,2015-10-01,Unemployment,Estimate,Seasonally adjusted
2015-10,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,5.9,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.059000000000000004,2015-10-01,Unemployment rate,Estimate,Seasonally adjusted
2015-11,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,75.1,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,75100,2015-11-01,Unemployment,Estimate,Seasonally adjusted
2015-11,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,5.2,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.052000000000000005,2015-11-01,Unemployment rate,Estimate,Seasonally adjusted
2015-12,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,87.7,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,87700,2015-12-01,Unemployment,Estimate,Seasonally adjusted
2015-12,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,6.1,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.061,2015-12-01,Unemployment rate,Estimate,Seasonally adjusted
2016-01,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,84.8,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,84800,2016-01-01,Unemployment,Estimate,Seasonally adjusted
2016-01,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,5.9,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.059000000000000004,2016-01-01,Unemployment rate,Estimate,Seasonally adjusted
2016-02,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,95.1,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,95100,2016-02-01,Unemployment,Estimate,Seasonally adjusted
2016-02,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,6.5,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.065,2016-02-01,Unemployment rate,Estimate,Seasonally adjusted
2016-03,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,92.1,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,92100,2016-03-01,Unemployment,Estimate,Seasonally adjusted
2016-03,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,6.3,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.063,2016-03-01,Unemployment rate,Estimate,Seasonally adjusted
2016-04,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,73.6,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,73600,2016-04-01,Unemployment,Estimate,Seasonally adjusted
2016-04,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,5.1,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.051,2016-04-01,Unemployment rate,Estimate,Seasonally adjusted
2016-05,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,77.1,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,77100,2016-05-01,Unemployment,Estimate,Seasonally adjusted
2016-05,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,5.3,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.053,2016-05-01,Unemployment rate,Estimate,Seasonally adjusted
2016-06,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,81.9,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,81900,2016-06-01,Unemployment,Estimate,Seasonally adjusted
2016-06,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,5.6,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.055999999999999994,2016-06-01,Unemployment rate,Estimate,Seasonally adjusted
2016-07,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,76,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,76000,2016-07-01,Unemployment,Estimate,Seasonally adjusted
2016-07,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,5.1,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.051,2016-07-01,Unemployment rate,Estimate,Seasonally adjusted
2016-08,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,71,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,71000,2016-08-01,Unemployment,Estimate,Seasonally adjusted
2016-08,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,4.8,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.048,2016-08-01,Unemployment rate,Estimate,Seasonally adjusted
2016-09,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,74.3,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,74300,2016-09-01,Unemployment,Estimate,Seasonally adjusted
2016-09,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,5.1,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.051,2016-09-01,Unemployment rate,Estimate,Seasonally adjusted
2016-10,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,78.9,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,78900,2016-10-01,Unemployment,Estimate,Seasonally adjusted
2016-10,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,5.4,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.054000000000000006,2016-10-01,Unemployment rate,Estimate,Seasonally adjusted
2016-11,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,77.1,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,77100,2016-11-01,Unemployment,Estimate,Seasonally adjusted
2016-11,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,5.3,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.053,2016-11-01,Unemployment rate,Estimate,Seasonally adjusted
2016-12,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,72,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,72000,2016-12-01,Unemployment,Estimate,Seasonally adjusted
2016-12,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,5,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.05,2016-12-01,Unemployment rate,Estimate,Seasonally adjusted
2017-01,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,69.3,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,69300,2017-01-01,Unemployment,Estimate,Seasonally adjusted
2017-01,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,4.8,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.048,2017-01-01,Unemployment rate,Estimate,Seasonally adjusted
2017-02,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,65.4,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,65400.00000000001,2017-02-01,Unemployment,Estimate,Seasonally adjusted
2017-02,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,4.5,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.045,2017-02-01,Unemployment rate,Estimate,Seasonally adjusted
2017-03,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,72.8,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,72800,2017-03-01,Unemployment,Estimate,Seasonally adjusted
2017-03,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,5,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.05,2017-03-01,Unemployment rate,Estimate,Seasonally adjusted
2017-04,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,78.6,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,78600,2017-04-01,Unemployment,Estimate,Seasonally adjusted
2017-04,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,5.3,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.053,2017-04-01,Unemployment rate,Estimate,Seasonally adjusted
2017-05,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,83.1,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,83100,2017-05-01,Unemployment,Estimate,Seasonally adjusted
2017-05,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,5.5,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.055,2017-05-01,Unemployment rate,Estimate,Seasonally adjusted
2017-06,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,70.6,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,70600,2017-06-01,Unemployment,Estimate,Seasonally adjusted
2017-06,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,4.7,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.047,2017-06-01,Unemployment rate,Estimate,Seasonally adjusted
2017-07,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,74.8,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,74800,2017-07-01,Unemployment,Estimate,Seasonally adjusted
2017-07,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,4.9,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.049,2017-07-01,Unemployment rate,Estimate,Seasonally adjusted
2017-08,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,63.4,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,63400,2017-08-01,Unemployment,Estimate,Seasonally adjusted
2017-08,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,4.2,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.042,2017-08-01,Unemployment rate,Estimate,Seasonally adjusted
2017-09,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,65.4,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,65400.00000000001,2017-09-01,Unemployment,Estimate,Seasonally adjusted
2017-09,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,4.4,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.044000000000000004,2017-09-01,Unemployment rate,Estimate,Seasonally adjusted
2017-10,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,62,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,62000,2017-10-01,Unemployment,Estimate,Seasonally adjusted
2017-10,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,4.1,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.040999999999999995,2017-10-01,Unemployment rate,Estimate,Seasonally adjusted
2017-11,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,66.9,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,66900,2017-11-01,Unemployment,Estimate,Seasonally adjusted
2017-11,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,4.4,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.044000000000000004,2017-11-01,Unemployment rate,Estimate,Seasonally adjusted
2017-12,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,57.7,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,57700,2017-12-01,Unemployment,Estimate,Seasonally adjusted
2017-12,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,3.8,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.038,2017-12-01,Unemployment rate,Estimate,Seasonally adjusted
2018-01,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,60.9,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,60900,2018-01-01,Unemployment,Estimate,Seasonally adjusted
2018-01,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,4,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.04,2018-01-01,Unemployment rate,Estimate,Seasonally adjusted
2018-02,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,60.3,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,60300,2018-02-01,Unemployment,Estimate,Seasonally adjusted
2018-02,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,4,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.04,2018-02-01,Unemployment rate,Estimate,Seasonally adjusted
2018-03,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,62.3,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,62300,2018-03-01,Unemployment,Estimate,Seasonally adjusted
2018-03,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,4.1,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.040999999999999995,2018-03-01,Unemployment rate,Estimate,Seasonally adjusted
2018-04,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,69.6,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,69600,2018-04-01,Unemployment,Estimate,Seasonally adjusted
2018-04,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,4.6,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.046,2018-04-01,Unemployment rate,Estimate,Seasonally adjusted
2018-05,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,61.7,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,61700,2018-05-01,Unemployment,Estimate,Seasonally adjusted
2018-05,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,4.2,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.042,2018-05-01,Unemployment rate,Estimate,Seasonally adjusted
2018-06,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,71.2,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,71200,2018-06-01,Unemployment,Estimate,Seasonally adjusted
2018-06,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,4.8,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.048,2018-06-01,Unemployment rate,Estimate,Seasonally adjusted
2018-07,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,72.8,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,72800,2018-07-01,Unemployment,Estimate,Seasonally adjusted
2018-07,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,4.9,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.049,2018-07-01,Unemployment rate,Estimate,Seasonally adjusted
2018-08,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,68.8,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,68800,2018-08-01,Unemployment,Estimate,Seasonally adjusted
2018-08,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,4.5,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.045,2018-08-01,Unemployment rate,Estimate,Seasonally adjusted
2018-09,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,60.9,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,60900,2018-09-01,Unemployment,Estimate,Seasonally adjusted
2018-09,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,3.9,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.039,2018-09-01,Unemployment rate,Estimate,Seasonally adjusted
2018-10,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,66.7,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,66700,2018-10-01,Unemployment,Estimate,Seasonally adjusted
2018-10,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,4.3,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.043,2018-10-01,Unemployment rate,Estimate,Seasonally adjusted
2018-11,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,70.6,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,70600,2018-11-01,Unemployment,Estimate,Seasonally adjusted
2018-11,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,4.5,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.045,2018-11-01,Unemployment rate,Estimate,Seasonally adjusted
2018-12,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,76.3,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,76300,2018-12-01,Unemployment,Estimate,Seasonally adjusted
2018-12,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,4.9,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.049,2018-12-01,Unemployment rate,Estimate,Seasonally adjusted
2019-01,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,82.5,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,82500,2019-01-01,Unemployment,Estimate,Seasonally adjusted
2019-01,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,5.2,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.052000000000000005,2019-01-01,Unemployment rate,Estimate,Seasonally adjusted
2019-02,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,74.4,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,74400,2019-02-01,Unemployment,Estimate,Seasonally adjusted
2019-02,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,4.7,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.047,2019-02-01,Unemployment rate,Estimate,Seasonally adjusted
2019-03,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,71.7,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,71700,2019-03-01,Unemployment,Estimate,Seasonally adjusted
2019-03,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,4.5,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.045,2019-03-01,Unemployment rate,Estimate,Seasonally adjusted
2019-04,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,66.2,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,66200,2019-04-01,Unemployment,Estimate,Seasonally adjusted
2019-04,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,4.2,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.042,2019-04-01,Unemployment rate,Estimate,Seasonally adjusted
2019-05,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,62.8,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,62800,2019-05-01,Unemployment,Estimate,Seasonally adjusted
2019-05,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,4,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.04,2019-05-01,Unemployment rate,Estimate,Seasonally adjusted
2019-06,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,64.9,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,64900.00000000001,2019-06-01,Unemployment,Estimate,Seasonally adjusted
2019-06,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,4.1,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.040999999999999995,2019-06-01,Unemployment rate,Estimate,Seasonally adjusted
2019-07,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,63.8,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,63800,2019-07-01,Unemployment,Estimate,Seasonally adjusted
2019-07,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,4.1,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.040999999999999995,2019-07-01,Unemployment rate,Estimate,Seasonally adjusted
2019-08,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,81.8,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,81800,2019-08-01,Unemployment,Estimate,Seasonally adjusted
2019-08,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,5.2,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.052000000000000005,2019-08-01,Unemployment rate,Estimate,Seasonally adjusted
2019-09,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,77,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,77000,2019-09-01,Unemployment,Estimate,Seasonally adjusted
2019-09,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,4.9,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.049,2019-09-01,Unemployment rate,Estimate,Seasonally adjusted
2019-10,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,78.5,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,78500,2019-10-01,Unemployment,Estimate,Seasonally adjusted
2019-10,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,4.9,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.049,2019-10-01,Unemployment rate,Estimate,Seasonally adjusted
2019-11,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,78.2,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,78200,2019-11-01,Unemployment,Estimate,Seasonally adjusted
2019-11,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,4.9,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.049,2019-11-01,Unemployment rate,Estimate,Seasonally adjusted
2019-12,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,73.6,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,73600,2019-12-01,Unemployment,Estimate,Seasonally adjusted
2019-12,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,4.7,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.047,2019-12-01,Unemployment rate,Estimate,Seasonally adjusted
2020-01,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,64.3,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,64300,2020-01-01,Unemployment,Estimate,Seasonally adjusted
2020-01,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,4.1,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.040999999999999995,2020-01-01,Unemployment rate,Estimate,Seasonally adjusted
2020-02,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,70.4,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,70400,2020-02-01,Unemployment,Estimate,Seasonally adjusted
